quote_id,quote_text,author,tags,source_url,text_length,original_text,normalized_text,tokens,filtered_tokens,lemmatized_tokens,stemmed_tokens,processed_text,original_char_count,processed_char_count,original_word_count,processed_word_count,bigrams,trigrams
11,"“This life is what you make it. No matter what, you're going to mess up sometimes, it's a universal truth. But the good part is you get to decide how you're going to mess it up. Girls will be your friends - they'll act like it anyway. But just remember, some come, some go. The ones that stay with you through everything - they're your true best friends. Don't let go of them. Also remember, sisters make the best friends in the world. As for lovers, well, they'll come and go too. And baby, I hate to say it, most of them - actually pretty much all of them are going to break your heart, but you can't give up because if you give up, you'll never find your soulmate. You'll never find that half who makes you whole and that goes for everything. Just because you fail once, doesn't mean you're gonna fail at everything. Keep trying, hold on, and always, always, always believe in yourself, because if you don't, then who will, sweetie? So keep your head high, keep your chin up, and most importantly, keep smiling, because life's a beautiful thing and there's so much to smile about.”",Marilyn Monroe,"friends, heartbreak, inspirational, life, love, sisters",https://quotes.toscrape.com/page/2/,1084,"“This life is what you make it. No matter what, you're going to mess up sometimes, it's a universal truth. But the good part is you get to decide how you're going to mess it up. Girls will be your friends - they'll act like it anyway. But just remember, some come, some go. The ones that stay with you through everything - they're your true best friends. Don't let go of them. Also remember, sisters make the best friends in the world. As for lovers, well, they'll come and go too. And baby, I hate to say it, most of them - actually pretty much all of them are going to break your heart, but you can't give up because if you give up, you'll never find your soulmate. You'll never find that half who makes you whole and that goes for everything. Just because you fail once, doesn't mean you're gonna fail at everything. Keep trying, hold on, and always, always, always believe in yourself, because if you don't, then who will, sweetie? So keep your head high, keep your chin up, and most importantly, keep smiling, because life's a beautiful thing and there's so much to smile about.”",this life is what you make it no matter what youre going to mess up sometimes its a universal truth but the good part is you get to decide how youre going to mess it up girls will be your friends theyll act like it anyway but just remember some come some go the ones that stay with you through everything theyre your true best friends dont let go of them also remember sisters make the best friends in the world as for lovers well theyll come and go too and baby i hate to say it most of them actually pretty much all of them are going to break your heart but you cant give up because if you give up youll never find your soulmate youll never find that half who makes you whole and that goes for everything just because you fail once doesnt mean youre gonna fail at everything keep trying hold on and always always always believe in yourself because if you dont then who will sweetie so keep your head high keep your chin up and most importantly keep smiling because lifes a beautiful thing and theres so much to smile about,"['this', 'life', 'is', 'what', 'you', 'make', 'it', 'no', 'matter', 'what', 'youre', 'going', 'to', 'mess', 'up', 'sometimes', 'its', 'a', 'universal', 'truth', 'but', 'the', 'good', 'part', 'is', 'you', 'get', 'to', 'decide', 'how', 'youre', 'going', 'to', 'mess', 'it', 'up', 'girls', 'will', 'be', 'your', 'friends', 'theyll', 'act', 'like', 'it', 'anyway', 'but', 'just', 'remember', 'some', 'come', 'some', 'go', 'the', 'ones', 'that', 'stay', 'with', 'you', 'through', 'everything', 'theyre', 'your', 'true', 'best', 'friends', 'dont', 'let', 'go', 'of', 'them', 'also', 'remember', 'sisters', 'make', 'the', 'best', 'friends', 'in', 'the', 'world', 'as', 'for', 'lovers', 'well', 'theyll', 'come', 'and', 'go', 'too', 'and', 'baby', 'i', 'hate', 'to', 'say', 'it', 'most', 'of', 'them', 'actually', 'pretty', 'much', 'all', 'of', 'them', 'are', 'going', 'to', 'break', 'your', 'heart', 'but', 'you', 'cant', 'give', 'up', 'because', 'if', 'you', 'give', 'up', 'youll', 'never', 'find', 'your', 'soulmate', 'youll', 'never', 'find', 'that', 'half', 'who', 'makes', 'you', 'whole', 'and', 'that', 'goes', 'for', 'everything', 'just', 'because', 'you', 'fail', 'once', 'doesnt', 'mean', 'youre', 'gon', 'na', 'fail', 'at', 'everything', 'keep', 'trying', 'hold', 'on', 'and', 'always', 'always', 'always', 'believe', 'in', 'yourself', 'because', 'if', 'you', 'dont', 'then', 'who', 'will', 'sweetie', 'so', 'keep', 'your', 'head', 'high', 'keep', 'your', 'chin', 'up', 'and', 'most', 'importantly', 'keep', 'smiling', 'because', 'lifes', 'a', 'beautiful', 'thing', 'and', 'theres', 'so', 'much', 'to', 'smile', 'about']","['life', 'make', 'matter', 'youre', 'going', 'mess', 'sometimes', 'universal', 'truth', 'good', 'part', 'get', 'decide', 'youre', 'going', 'mess', 'girls', 'friends', 'theyll', 'act', 'like', 'anyway', 'remember', 'come', 'go', 'ones', 'stay', 'everything', 'theyre', 'true', 'best', 'friends', 'dont', 'let', 'go', 'also', 'remember', 'sisters', 'make', 'best', 'friends', 'world', 'lovers', 'well', 'theyll', 'come', 'go', 'baby', 'hate', 'say', 'actually', 'pretty', 'much', 'going', 'break', 'heart', 'cant', 'give', 'give', 'youll', 'never', 'find', 'soulmate', 'youll', 'never', 'find', 'half', 'makes', 'whole', 'goes', 'everything', 'fail', 'doesnt', 'mean', 'youre', 'gon', 'na', 'fail', 'everything', 'keep', 'trying', 'hold', 'always', 'always', 'always', 'believe', 'dont', 'sweetie', 'keep', 'head', 'high', 'keep', 'chin', 'importantly', 'keep', 'smiling', 'lifes', 'beautiful', 'thing', 'theres', 'much', 'smile']","['life', 'make', 'matter', 'youre', 'going', 'mess', 'sometimes', 'universal', 'truth', 'good', 'part', 'get', 'decide', 'youre', 'going', 'mess', 'girl', 'friend', 'theyll', 'act', 'like', 'anyway', 'remember', 'come', 'go', 'one', 'stay', 'everything', 'theyre', 'true', 'best', 'friend', 'dont', 'let', 'go', 'also', 'remember', 'sister', 'make', 'best', 'friend', 'world', 'lover', 'well', 'theyll', 'come', 'go', 'baby', 'hate', 'say', 'actually', 'pretty', 'much', 'going', 'break', 'heart', 'cant', 'give', 'give', 'youll', 'never', 'find', 'soulmate', 'youll', 'never', 'find', 'half', 'make', 'whole', 'go', 'everything', 'fail', 'doesnt', 'mean', 'youre', 'gon', 'na', 'fail', 'everything', 'keep', 'trying', 'hold', 'always', 'always', 'always', 'believe', 'dont', 'sweetie', 'keep', 'head', 'high', 'keep', 'chin', 'importantly', 'keep', 'smiling', 'life', 'beautiful', 'thing', 'there', 'much', 'smile']","['life', 'make', 'matter', 'your', 'go', 'mess', 'sometim', 'univers', 'truth', 'good', 'part', 'get', 'decid', 'your', 'go', 'mess', 'girl', 'friend', 'theyll', 'act', 'like', 'anyway', 'rememb', 'come', 'go', 'one', 'stay', 'everyth', 'theyr', 'true', 'best', 'friend', 'dont', 'let', 'go', 'also', 'rememb', 'sister', 'make', 'best', 'friend', 'world', 'lover', 'well', 'theyll', 'come', 'go', 'babi', 'hate', 'say', 'actual', 'pretti', 'much', 'go', 'break', 'heart', 'cant', 'give', 'give', 'youll', 'never', 'find', 'soulmat', 'youll', 'never', 'find', 'half', 'make', 'whole', 'goe', 'everyth', 'fail', 'doesnt', 'mean', 'your', 'gon', 'na', 'fail', 'everyth', 'keep', 'tri', 'hold', 'alway', 'alway', 'alway', 'believ', 'dont', 'sweeti', 'keep', 'head', 'high', 'keep', 'chin', 'importantli', 'keep', 'smile', 'life', 'beauti', 'thing', 'there', 'much', 'smile']",life make matter youre going mess sometimes universal truth good part get decide youre going mess girl friend theyll act like anyway remember come go one stay everything theyre true best friend dont let go also remember sister make best friend world lover well theyll come go baby hate say actually pretty much going break heart cant give give youll never find soulmate youll never find half make whole go everything fail doesnt mean youre gon na fail everything keep trying hold always always always believe dont sweetie keep head high keep chin importantly keep smiling life beautiful thing there much smile,1084,609,199,102,"['life make', 'make matter', 'matter youre', 'youre going', 'going mess', 'mess sometimes', 'sometimes universal', 'universal truth', 'truth good', 'good part', 'part get', 'get decide', 'decide youre', 'youre going', 'going mess', 'mess girl', 'girl friend', 'friend theyll', 'theyll act', 'act like', 'like anyway', 'anyway remember', 'remember come', 'come go', 'go one', 'one stay', 'stay everything', 'everything theyre', 'theyre true', 'true best', 'best friend', 'friend dont', 'dont let', 'let go', 'go also', 'also remember', 'remember sister', 'sister make', 'make best', 'best friend', 'friend world', 'world lover', 'lover well', 'well theyll', 'theyll come', 'come go', 'go baby', 'baby hate', 'hate say', 'say actually', 'actually pretty', 'pretty much', 'much going', 'going break', 'break heart', 'heart cant', 'cant give', 'give give', 'give youll', 'youll never', 'never find', 'find soulmate', 'soulmate youll', 'youll never', 'never find', 'find half', 'half make', 'make whole', 'whole go', 'go everything', 'everything fail', 'fail doesnt', 'doesnt mean', 'mean youre', 'youre gon', 'gon na', 'na fail', 'fail everything', 'everything keep', 'keep trying', 'trying hold', 'hold always', 'always always', 'always always', 'always believe', 'believe dont', 'dont sweetie', 'sweetie keep', 'keep head', 'head high', 'high keep', 'keep chin', 'chin importantly', 'importantly keep', 'keep smiling', 'smiling life', 'life beautiful', 'beautiful thing', 'thing there', 'there much', 'much smile']","['life make matter', 'make matter youre', 'matter youre going', 'youre going mess', 'going mess sometimes', 'mess sometimes universal', 'sometimes universal truth', 'universal truth good', 'truth good part', 'good part get', 'part get decide', 'get decide youre', 'decide youre going', 'youre going mess', 'going mess girl', 'mess girl friend', 'girl friend theyll', 'friend theyll act', 'theyll act like', 'act like anyway', 'like anyway remember', 'anyway remember come', 'remember come go', 'come go one', 'go one stay', 'one stay everything', 'stay everything theyre', 'everything theyre true', 'theyre true best', 'true best friend', 'best friend dont', 'friend dont let', 'dont let go', 'let go also', 'go also remember', 'also remember sister', 'remember sister make', 'sister make best', 'make best friend', 'best friend world', 'friend world lover', 'world lover well', 'lover well theyll', 'well theyll come', 'theyll come go', 'come go baby', 'go baby hate', 'baby hate say', 'hate say actually', 'say actually pretty', 'actually pretty much', 'pretty much going', 'much going break', 'going break heart', 'break heart cant', 'heart cant give', 'cant give give', 'give give youll', 'give youll never', 'youll never find', 'never find soulmate', 'find soulmate youll', 'soulmate youll never', 'youll never find', 'never find half', 'find half make', 'half make whole', 'make whole go', 'whole go everything', 'go everything fail', 'everything fail doesnt', 'fail doesnt mean', 'doesnt mean youre', 'mean youre gon', 'youre gon na', 'gon na fail', 'na fail everything', 'fail everything keep', 'everything keep trying', 'keep trying hold', 'trying hold always', 'hold always always', 'always always always', 'always always believe', 'always believe dont', 'believe dont sweetie', 'dont sweetie keep', 'sweetie keep head', 'keep head high', 'head high keep', 'high keep chin', 'keep chin importantly', 'chin importantly keep', 'importantly keep smiling', 'keep smiling life', 'smiling life beautiful', 'life beautiful thing', 'beautiful thing there', 'thing there much', 'there much smile']"
12,"“It takes a great deal of bravery to stand up to our enemies, but just as much to stand up to our friends.”",J.K. Rowling,"courage, friends",https://quotes.toscrape.com/page/2/,107,"“It takes a great deal of bravery to stand up to our enemies, but just as much to stand up to our friends.”",it takes a great deal of bravery to stand up to our enemies but just as much to stand up to our friends,"['it', 'takes', 'a', 'great', 'deal', 'of', 'bravery', 'to', 'stand', 'up', 'to', 'our', 'enemies', 'but', 'just', 'as', 'much', 'to', 'stand', 'up', 'to', 'our', 'friends']","['takes', 'great', 'deal', 'bravery', 'stand', 'enemies', 'much', 'stand', 'friends']","['take', 'great', 'deal', 'bravery', 'stand', 'enemy', 'much', 'stand', 'friend']","['take', 'great', 'deal', 'braveri', 'stand', 'enemi', 'much', 'stand', 'friend']",take great deal bravery stand enemy much stand friend,107,53,23,9,"['take great', 'great deal', 'deal bravery', 'bravery stand', 'stand enemy', 'enemy much', 'much stand', 'stand friend']","['take great deal', 'great deal bravery', 'deal bravery stand', 'bravery stand enemy', 'stand enemy much', 'enemy much stand', 'much stand friend']"
13,"“If you can't explain it to a six year old, you don't understand it yourself.”",Albert Einstein,"simplicity, understand",https://quotes.toscrape.com/page/2/,78,"“If you can't explain it to a six year old, you don't understand it yourself.”",if you cant explain it to a six year old you dont understand it yourself,"['if', 'you', 'cant', 'explain', 'it', 'to', 'a', 'six', 'year', 'old', 'you', 'dont', 'understand', 'it', 'yourself']","['cant', 'explain', 'six', 'year', 'old', 'dont', 'understand']","['cant', 'explain', 'six', 'year', 'old', 'dont', 'understand']","['cant', 'explain', 'six', 'year', 'old', 'dont', 'understand']",cant explain six year old dont understand,78,41,15,7,"['cant explain', 'explain six', 'six year', 'year old', 'old dont', 'dont understand']","['cant explain six', 'explain six year', 'six year old', 'year old dont', 'old dont understand']"
14,"“You may not be her first, her last, or her only. She loved before she may love again. But if she loves you now, what else matters? She's not perfect—you aren't either, and the two of you may never be perfect together but if she can make you laugh, cause you to think twice, and admit to being human and making mistakes, hold onto her and give her the most you can. She may not be thinking about you every second of the day, but she will give you a part of her that she knows you can break—her heart. So don't hurt her, don't change her, don't analyze and don't expect more than she can give. Smile when she makes you happy, let her know when she makes you mad, and miss her when she's not there.”",Bob Marley,love,https://quotes.toscrape.com/page/2/,697,"“You may not be her first, her last, or her only. She loved before she may love again. But if she loves you now, what else matters? She's not perfect—you aren't either, and the two of you may never be perfect together but if she can make you laugh, cause you to think twice, and admit to being human and making mistakes, hold onto her and give her the most you can. She may not be thinking about you every second of the day, but she will give you a part of her that she knows you can break—her heart. So don't hurt her, don't change her, don't analyze and don't expect more than she can give. Smile when she makes you happy, let her know when she makes you mad, and miss her when she's not there.”",you may not be her first her last or her only she loved before she may love again but if she loves you now what else matters shes not perfect you arent either and the two of you may never be perfect together but if she can make you laugh cause you to think twice and admit to being human and making mistakes hold onto her and give her the most you can she may not be thinking about you every second of the day but she will give you a part of her that she knows you can break her heart so dont hurt her dont change her dont analyze and dont expect more than she can give smile when she makes you happy let her know when she makes you mad and miss her when shes not there,"['you', 'may', 'not', 'be', 'her', 'first', 'her', 'last', 'or', 'her', 'only', 'she', 'loved', 'before', 'she', 'may', 'love', 'again', 'but', 'if', 'she', 'loves', 'you', 'now', 'what', 'else', 'matters', 'shes', 'not', 'perfect', 'you', 'arent', 'either', 'and', 'the', 'two', 'of', 'you', 'may', 'never', 'be', 'perfect', 'together', 'but', 'if', 'she', 'can', 'make', 'you', 'laugh', 'cause', 'you', 'to', 'think', 'twice', 'and', 'admit', 'to', 'being', 'human', 'and', 'making', 'mistakes', 'hold', 'onto', 'her', 'and', 'give', 'her', 'the', 'most', 'you', 'can', 'she', 'may', 'not', 'be', 'thinking', 'about', 'you', 'every', 'second', 'of', 'the', 'day', 'but', 'she', 'will', 'give', 'you', 'a', 'part', 'of', 'her', 'that', 'she', 'knows', 'you', 'can', 'break', 'her', 'heart', 'so', 'dont', 'hurt', 'her', 'dont', 'change', 'her', 'dont', 'analyze', 'and', 'dont', 'expect', 'more', 'than', 'she', 'can', 'give', 'smile', 'when', 'she', 'makes', 'you', 'happy', 'let', 'her', 'know', 'when', 'she', 'makes', 'you', 'mad', 'and', 'miss', 'her', 'when', 'shes', 'not', 'there']","['may', 'first', 'last', 'loved', 'may', 'love', 'loves', 'else', 'matters', 'shes', 'perfect', 'arent', 'either', 'two', 'may', 'never', 'perfect', 'together', 'make', 'laugh', 'cause', 'think', 'twice', 'admit', 'human', 'making', 'mistakes', 'hold', 'onto', 'give', 'may', 'thinking', 'every', 'second', 'day', 'give', 'part', 'knows', 'break', 'heart', 'dont', 'hurt', 'dont', 'change', 'dont', 'analyze', 'dont', 'expect', 'give', 'smile', 'makes', 'happy', 'let', 'know', 'makes', 'mad', 'miss', 'shes']","['may', 'first', 'last', 'loved', 'may', 'love', 'love', 'else', 'matter', 'shes', 'perfect', 'arent', 'either', 'two', 'may', 'never', 'perfect', 'together', 'make', 'laugh', 'cause', 'think', 'twice', 'admit', 'human', 'making', 'mistake', 'hold', 'onto', 'give', 'may', 'thinking', 'every', 'second', 'day', 'give', 'part', 'know', 'break', 'heart', 'dont', 'hurt', 'dont', 'change', 'dont', 'analyze', 'dont', 'expect', 'give', 'smile', 'make', 'happy', 'let', 'know', 'make', 'mad', 'miss', 'shes']","['may', 'first', 'last', 'love', 'may', 'love', 'love', 'els', 'matter', 'she', 'perfect', 'arent', 'either', 'two', 'may', 'never', 'perfect', 'togeth', 'make', 'laugh', 'caus', 'think', 'twice', 'admit', 'human', 'make', 'mistak', 'hold', 'onto', 'give', 'may', 'think', 'everi', 'second', 'day', 'give', 'part', 'know', 'break', 'heart', 'dont', 'hurt', 'dont', 'chang', 'dont', 'analyz', 'dont', 'expect', 'give', 'smile', 'make', 'happi', 'let', 'know', 'make', 'mad', 'miss', 'she']",may first last loved may love love else matter shes perfect arent either two may never perfect together make laugh cause think twice admit human making mistake hold onto give may thinking every second day give part know break heart dont hurt dont change dont analyze dont expect give smile make happy let know make mad miss shes,697,328,140,58,"['may first', 'first last', 'last loved', 'loved may', 'may love', 'love love', 'love else', 'else matter', 'matter shes', 'shes perfect', 'perfect arent', 'arent either', 'either two', 'two may', 'may never', 'never perfect', 'perfect together', 'together make', 'make laugh', 'laugh cause', 'cause think', 'think twice', 'twice admit', 'admit human', 'human making', 'making mistake', 'mistake hold', 'hold onto', 'onto give', 'give may', 'may thinking', 'thinking every', 'every second', 'second day', 'day give', 'give part', 'part know', 'know break', 'break heart', 'heart dont', 'dont hurt', 'hurt dont', 'dont change', 'change dont', 'dont analyze', 'analyze dont', 'dont expect', 'expect give', 'give smile', 'smile make', 'make happy', 'happy let', 'let know', 'know make', 'make mad', 'mad miss', 'miss shes']","['may first last', 'first last loved', 'last loved may', 'loved may love', 'may love love', 'love love else', 'love else matter', 'else matter shes', 'matter shes perfect', 'shes perfect arent', 'perfect arent either', 'arent either two', 'either two may', 'two may never', 'may never perfect', 'never perfect together', 'perfect together make', 'together make laugh', 'make laugh cause', 'laugh cause think', 'cause think twice', 'think twice admit', 'twice admit human', 'admit human making', 'human making mistake', 'making mistake hold', 'mistake hold onto', 'hold onto give', 'onto give may', 'give may thinking', 'may thinking every', 'thinking every second', 'every second day', 'second day give', 'day give part', 'give part know', 'part know break', 'know break heart', 'break heart dont', 'heart dont hurt', 'dont hurt dont', 'hurt dont change', 'dont change dont', 'change dont analyze', 'dont analyze dont', 'analyze dont expect', 'dont expect give', 'expect give smile', 'give smile make', 'smile make happy', 'make happy let', 'happy let know', 'let know make', 'know make mad', 'make mad miss', 'mad miss shes']"
15,"“I like nonsense, it wakes up the brain cells. Fantasy is a necessary ingredient in living.”",Dr. Seuss,fantasy,https://quotes.toscrape.com/page/2/,92,"“I like nonsense, it wakes up the brain cells. Fantasy is a necessary ingredient in living.”",i like nonsense it wakes up the brain cells fantasy is a necessary ingredient in living,"['i', 'like', 'nonsense', 'it', 'wakes', 'up', 'the', 'brain', 'cells', 'fantasy', 'is', 'a', 'necessary', 'ingredient', 'in', 'living']","['like', 'nonsense', 'wakes', 'brain', 'cells', 'fantasy', 'necessary', 'ingredient', 'living']","['like', 'nonsense', 'wake', 'brain', 'cell', 'fantasy', 'necessary', 'ingredient', 'living']","['like', 'nonsens', 'wake', 'brain', 'cell', 'fantasi', 'necessari', 'ingredi', 'live']",like nonsense wake brain cell fantasy necessary ingredient living,92,65,16,9,"['like nonsense', 'nonsense wake', 'wake brain', 'brain cell', 'cell fantasy', 'fantasy necessary', 'necessary ingredient', 'ingredient living']","['like nonsense wake', 'nonsense wake brain', 'wake brain cell', 'brain cell fantasy', 'cell fantasy necessary', 'fantasy necessary ingredient', 'necessary ingredient living']"
16,"“I may not have gone where I intended to go, but I think I have ended up where I needed to be.”",Douglas Adams,"life, navigation",https://quotes.toscrape.com/page/2/,95,"“I may not have gone where I intended to go, but I think I have ended up where I needed to be.”",i may not have gone where i intended to go but i think i have ended up where i needed to be,"['i', 'may', 'not', 'have', 'gone', 'where', 'i', 'intended', 'to', 'go', 'but', 'i', 'think', 'i', 'have', 'ended', 'up', 'where', 'i', 'needed', 'to', 'be']","['may', 'gone', 'intended', 'go', 'think', 'ended', 'needed']","['may', 'gone', 'intended', 'go', 'think', 'ended', 'needed']","['may', 'gone', 'intend', 'go', 'think', 'end', 'need']",may gone intended go think ended needed,95,39,22,7,"['may gone', 'gone intended', 'intended go', 'go think', 'think ended', 'ended needed']","['may gone intended', 'gone intended go', 'intended go think', 'go think ended', 'think ended needed']"
17,"“The opposite of love is not hate, it's indifference. The opposite of art is not ugliness, it's indifference. The opposite of faith is not heresy, it's indifference. And the opposite of life is not death, it's indifference.”",Elie Wiesel,"activism, apathy, hate, indifference, inspirational, love, opposite, philosophy",https://quotes.toscrape.com/page/2/,224,"“The opposite of love is not hate, it's indifference. The opposite of art is not ugliness, it's indifference. The opposite of faith is not heresy, it's indifference. And the opposite of life is not death, it's indifference.”",the opposite of love is not hate its indifference the opposite of art is not ugliness its indifference the opposite of faith is not heresy its indifference and the opposite of life is not death its indifference,"['the', 'opposite', 'of', 'love', 'is', 'not', 'hate', 'its', 'indifference', 'the', 'opposite', 'of', 'art', 'is', 'not', 'ugliness', 'its', 'indifference', 'the', 'opposite', 'of', 'faith', 'is', 'not', 'heresy', 'its', 'indifference', 'and', 'the', 'opposite', 'of', 'life', 'is', 'not', 'death', 'its', 'indifference']","['opposite', 'love', 'hate', 'indifference', 'opposite', 'art', 'ugliness', 'indifference', 'opposite', 'faith', 'heresy', 'indifference', 'opposite', 'life', 'death', 'indifference']","['opposite', 'love', 'hate', 'indifference', 'opposite', 'art', 'ugliness', 'indifference', 'opposite', 'faith', 'heresy', 'indifference', 'opposite', 'life', 'death', 'indifference']","['opposit', 'love', 'hate', 'indiffer', 'opposit', 'art', 'ugli', 'indiffer', 'opposit', 'faith', 'heresi', 'indiffer', 'opposit', 'life', 'death', 'indiffer']",opposite love hate indifference opposite art ugliness indifference opposite faith heresy indifference opposite life death indifference,224,134,37,16,"['opposite love', 'love hate', 'hate indifference', 'indifference opposite', 'opposite art', 'art ugliness', 'ugliness indifference', 'indifference opposite', 'opposite faith', 'faith heresy', 'heresy indifference', 'indifference opposite', 'opposite life', 'life death', 'death indifference']","['opposite love hate', 'love hate indifference', 'hate indifference opposite', 'indifference opposite art', 'opposite art ugliness', 'art ugliness indifference', 'ugliness indifference opposite', 'indifference opposite faith', 'opposite faith heresy', 'faith heresy indifference', 'heresy indifference opposite', 'indifference opposite life', 'opposite life death', 'life death indifference']"
18,"“It is not a lack of love, but a lack of friendship that makes unhappy marriages.”",Friedrich Nietzsche,"friendship, lack-of-friendship, lack-of-love, love, marriage, unhappy-marriage",https://quotes.toscrape.com/page/2/,82,"“It is not a lack of love, but a lack of friendship that makes unhappy marriages.”",it is not a lack of love but a lack of friendship that makes unhappy marriages,"['it', 'is', 'not', 'a', 'lack', 'of', 'love', 'but', 'a', 'lack', 'of', 'friendship', 'that', 'makes', 'unhappy', 'marriages']","['lack', 'love', 'lack', 'friendship', 'makes', 'unhappy', 'marriages']","['lack', 'love', 'lack', 'friendship', 'make', 'unhappy', 'marriage']","['lack', 'love', 'lack', 'friendship', 'make', 'unhappi', 'marriag']",lack love lack friendship make unhappy marriage,82,47,16,7,"['lack love', 'love lack', 'lack friendship', 'friendship make', 'make unhappy', 'unhappy marriage']","['lack love lack', 'love lack friendship', 'lack friendship make', 'friendship make unhappy', 'make unhappy marriage']"
19,"“Good friends, good books, and a sleepy conscience: this is the ideal life.”",Mark Twain,"books, contentment, friends, friendship, life",https://quotes.toscrape.com/page/2/,76,"“Good friends, good books, and a sleepy conscience: this is the ideal life.”",good friends good books and a sleepy conscience this is the ideal life,"['good', 'friends', 'good', 'books', 'and', 'a', 'sleepy', 'conscience', 'this', 'is', 'the', 'ideal', 'life']","['good', 'friends', 'good', 'books', 'sleepy', 'conscience', 'ideal', 'life']","['good', 'friend', 'good', 'book', 'sleepy', 'conscience', 'ideal', 'life']","['good', 'friend', 'good', 'book', 'sleepi', 'conscienc', 'ideal', 'life']",good friend good book sleepy conscience ideal life,76,50,13,8,"['good friend', 'friend good', 'good book', 'book sleepy', 'sleepy conscience', 'conscience ideal', 'ideal life']","['good friend good', 'friend good book', 'good book sleepy', 'book sleepy conscience', 'sleepy conscience ideal', 'conscience ideal life']"
20,“Life is what happens to us while we are making other plans.”,Allen Saunders,"fate, life, misattributed-john-lennon, planning, plans",https://quotes.toscrape.com/page/2/,61,“Life is what happens to us while we are making other plans.”,life is what happens to us while we are making other plans,"['life', 'is', 'what', 'happens', 'to', 'us', 'while', 'we', 'are', 'making', 'other', 'plans']","['life', 'happens', 'us', 'making', 'plans']","['life', 'happens', 'u', 'making', 'plan']","['life', 'happen', 'us', 'make', 'plan']",life happens u making plan,61,26,12,5,"['life happens', 'happens u', 'u making', 'making plan']","['life happens u', 'happens u making', 'u making plan']"
21,"“I love you without knowing how, or when, or from where. I love you simply, without problems or pride: I love you in this way because I do not know any other way of loving but this, in which there is no I or you, so intimate that your hand upon my chest is my hand, so intimate that when I fall asleep your eyes close.”",Pablo Neruda,"love, poetry",https://quotes.toscrape.com/page/3/,319,"“I love you without knowing how, or when, or from where. I love you simply, without problems or pride: I love you in this way because I do not know any other way of loving but this, in which there is no I or you, so intimate that your hand upon my chest is my hand, so intimate that when I fall asleep your eyes close.”",i love you without knowing how or when or from where i love you simply without problems or pride i love you in this way because i do not know any other way of loving but this in which there is no i or you so intimate that your hand upon my chest is my hand so intimate that when i fall asleep your eyes close,"['i', 'love', 'you', 'without', 'knowing', 'how', 'or', 'when', 'or', 'from', 'where', 'i', 'love', 'you', 'simply', 'without', 'problems', 'or', 'pride', 'i', 'love', 'you', 'in', 'this', 'way', 'because', 'i', 'do', 'not', 'know', 'any', 'other', 'way', 'of', 'loving', 'but', 'this', 'in', 'which', 'there', 'is', 'no', 'i', 'or', 'you', 'so', 'intimate', 'that', 'your', 'hand', 'upon', 'my', 'chest', 'is', 'my', 'hand', 'so', 'intimate', 'that', 'when', 'i', 'fall', 'asleep', 'your', 'eyes', 'close']","['love', 'without', 'knowing', 'love', 'simply', 'without', 'problems', 'pride', 'love', 'way', 'know', 'way', 'loving', 'intimate', 'hand', 'upon', 'chest', 'hand', 'intimate', 'fall', 'asleep', 'eyes', 'close']","['love', 'without', 'knowing', 'love', 'simply', 'without', 'problem', 'pride', 'love', 'way', 'know', 'way', 'loving', 'intimate', 'hand', 'upon', 'chest', 'hand', 'intimate', 'fall', 'asleep', 'eye', 'close']","['love', 'without', 'know', 'love', 'simpli', 'without', 'problem', 'pride', 'love', 'way', 'know', 'way', 'love', 'intim', 'hand', 'upon', 'chest', 'hand', 'intim', 'fall', 'asleep', 'eye', 'close']",love without knowing love simply without problem pride love way know way loving intimate hand upon chest hand intimate fall asleep eye close,319,140,66,23,"['love without', 'without knowing', 'knowing love', 'love simply', 'simply without', 'without problem', 'problem pride', 'pride love', 'love way', 'way know', 'know way', 'way loving', 'loving intimate', 'intimate hand', 'hand upon', 'upon chest', 'chest hand', 'hand intimate', 'intimate fall', 'fall asleep', 'asleep eye', 'eye close']","['love without knowing', 'without knowing love', 'knowing love simply', 'love simply without', 'simply without problem', 'without problem pride', 'problem pride love', 'pride love way', 'love way know', 'way know way', 'know way loving', 'way loving intimate', 'loving intimate hand', 'intimate hand upon', 'hand upon chest', 'upon chest hand', 'chest hand intimate', 'hand intimate fall', 'intimate fall asleep', 'fall asleep eye', 'asleep eye close']"
22,“For every minute you are angry you lose sixty seconds of happiness.”,Ralph Waldo Emerson,happiness,https://quotes.toscrape.com/page/3/,69,“For every minute you are angry you lose sixty seconds of happiness.”,for every minute you are angry you lose sixty seconds of happiness,"['for', 'every', 'minute', 'you', 'are', 'angry', 'you', 'lose', 'sixty', 'seconds', 'of', 'happiness']","['every', 'minute', 'angry', 'lose', 'sixty', 'seconds', 'happiness']","['every', 'minute', 'angry', 'lose', 'sixty', 'second', 'happiness']","['everi', 'minut', 'angri', 'lose', 'sixti', 'second', 'happi']",every minute angry lose sixty second happiness,69,46,12,7,"['every minute', 'minute angry', 'angry lose', 'lose sixty', 'sixty second', 'second happiness']","['every minute angry', 'minute angry lose', 'angry lose sixty', 'lose sixty second', 'sixty second happiness']"
